date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-30,AMZN,84,12,66,6,0.9474,0.8635,0.9412
2025-08-30,AAPL,78,12,54,12,0.7446,0.8503,0.6369
2025-08-30,GOOGL,84,18,42,24,0.8604,0.7792,0.7478
2025-08-30,005930.KS,76,22,49,5,0.637,0.8842,0.928
2025-08-30,2317.TW,69,44,10,15,0.8851,0.7017,0.8425
2025-08-30,MSFT,84,6,60,18,0.9484,0.8646,0.8957
2025-08-30,JD,60,10,10,40,0.656,0.9217,0.8427
2025-08-30,BABA,73,32,21,20,0.7298,0.7818,0.8615
2025-08-30,T,84,18,48,18,0.7893,0.7097,0.6386
2025-08-30,META,72,5,56,11,0.9228,0.7912,0.5211
