symbol,predicted_price,date
AMZN,227.78,2025-08-17
AAPL,230.83,2025-08-17
GOOGL,200.61,2025-08-17
005930.KS,71809.19,2025-08-17
2317.TW,205.8,2025-08-17
MSFT,522.15,2025-08-17
JD,31.66,2025-08-17
BABA,121.63,2025-08-17
T,28.64,2025-08-17
META,781.76,2025-08-17
