date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-10,AMZN,84,6,66,12,0.9309,0.8902,0.8353
2025-08-10,AAPL,84,6,54,24,0.9309,0.8883,0.8198
2025-08-10,GOOGL,84,6,54,24,0.6645,0.8114,0.7092
2025-08-10,005930.KS,78,11,56,11,0.8917,0.8806,0.8354
2025-08-10,2317.TW,70,20,50,0,0.7941,0.7969,0.0
2025-08-10,MSFT,79,11,62,6,0.5239,0.8035,0.8032
2025-08-10,JD,68,20,23,25,0.72,0.7749,0.8567
2025-08-10,BABA,70,20,35,15,0.7662,0.9026,0.9484
2025-08-10,T,84,6,60,18,0.8471,0.8685,0.769
2025-08-10,META,76,10,39,27,0.8,0.8164,0.6818
