date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-29,AMZN,84,12,72,0,0.6958,0.9048,0.0
2025-08-29,AAPL,84,12,66,6,0.6189,0.8304,0.9479
2025-08-29,GOOGL,84,6,60,18,0.4971,0.7385,0.8899
2025-08-29,005930.KS,84,36,42,6,0.7179,0.8338,0.5166
2025-08-29,2317.TW,60,48,4,8,0.8112,0.6759,0.8286
2025-08-29,MSFT,84,24,36,24,0.859,0.8419,0.8946
2025-08-29,JD,73,0,11,62,0.0,0.9207,0.9221
2025-08-29,BABA,73,0,31,42,0.0,0.8021,0.9532
2025-08-29,T,84,6,48,30,0.951,0.8547,0.8786
2025-08-29,META,77,11,28,38,0.8868,0.8355,0.7184
