symbol,predicted_price,date
AMZN,227.53,2025-09-14
AAPL,229.75,2025-09-14
GOOGL,236.73,2025-09-14
005930.KS,74457.04,2025-09-14
2317.TW,218.08,2025-09-14
MSFT,502.35,2025-09-14
JD,33.7,2025-09-14
BABA,154.18,2025-09-14
T,29.36,2025-09-14
META,755.06,2025-09-14
