symbol,predicted_price,date
AMZN,224.8,2025-09-04
AAPL,232.79,2025-09-04
GOOGL,219.69,2025-09-04
005930.KS,69544.65,2025-09-04
2317.TW,201.06,2025-09-04
MSFT,506.76,2025-09-04
JD,31.3,2025-09-04
BABA,137.07,2025-09-04
T,29.05,2025-09-04
META,738.95,2025-09-04
