symbol,predicted_price,date
AMZN,225.13,2025-09-04
AAPL,232.68,2025-09-04
GOOGL,220.42,2025-09-04
005930.KS,69330.56,2025-09-04
2317.TW,199.25,2025-09-04
MSFT,505.69,2025-09-04
JD,31.19,2025-09-04
BABA,137.47,2025-09-04
T,28.84,2025-09-04
META,733.36,2025-09-04
