symbol,predicted_price,date
AMZN,234.4,2025-09-10
AAPL,234.99,2025-09-10
GOOGL,233.12,2025-09-10
005930.KS,71029.1,2025-09-10
2317.TW,206.99,2025-09-10
MSFT,501.14,2025-09-10
JD,33.62,2025-09-10
BABA,144.73,2025-09-10
T,29.2,2025-09-10
META,755.32,2025-09-10
