symbol,predicted_price,date
AMZN,233.7,2025-09-10
AAPL,235.57,2025-09-10
GOOGL,235.52,2025-09-10
005930.KS,70742.28,2025-09-10
2317.TW,205.04,2025-09-10
MSFT,502.44,2025-09-10
JD,33.45,2025-09-10
BABA,145.06,2025-09-10
T,29.01,2025-09-10
META,753.33,2025-09-10
