symbol,predicted_price,date
AMZN,232.25,2025-09-09
AAPL,237.19,2025-09-09
GOOGL,230.69,2025-09-09
005930.KS,70333.85,2025-09-09
2317.TW,205.44,2025-09-09
MSFT,502.86,2025-09-09
JD,32.52,2025-09-09
BABA,138.49,2025-09-09
T,29.21,2025-09-09
META,748.64,2025-09-09
