date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-11,AMZN,84,6,78,0,0.7602,0.8722,0.0
2025-09-11,AAPL,84,18,54,12,0.7878,0.7519,0.7707
2025-09-11,GOOGL,84,12,60,12,0.6782,0.8353,0.6864
2025-09-11,005930.KS,80,28,29,23,0.8813,0.8046,0.6213
2025-09-11,2317.TW,23,22,1,0,0.7971,0.5204,0.0
2025-09-11,MSFT,84,36,42,6,0.7647,0.8367,0.8651
2025-09-11,JD,60,18,17,25,0.7821,0.8015,0.8936
2025-09-11,BABA,76,51,15,10,0.8494,0.8165,0.8757
2025-09-11,T,84,30,36,18,0.6828,0.711,0.7376
2025-09-11,META,79,0,28,51,0.0,0.7771,0.8346
