date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-17,AMZN,84,0,72,12,0.0,0.892,0.9435
2025-09-17,AAPL,84,12,72,0,0.8424,0.7961,0.0
2025-09-17,GOOGL,84,6,66,12,0.9496,0.8127,0.8343
2025-09-17,005930.KS,79,12,67,0,0.9226,0.8043,0.0
2025-09-17,2317.TW,43,31,4,8,0.8389,0.5038,0.828
2025-09-17,MSFT,84,18,48,18,0.7286,0.7238,0.8155
2025-09-17,JD,37,11,15,11,0.9146,0.7931,0.6429
2025-09-17,BABA,74,16,42,16,0.87,0.8381,0.7532
2025-09-17,T,84,18,60,6,0.7671,0.7643,0.786
2025-09-17,META,84,24,48,12,0.6651,0.8816,0.7862
