date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-23,AMZN,84,6,72,6,0.8645,0.9075,0.9511
2025-08-23,AAPL,84,18,48,18,0.9095,0.8062,0.655
2025-08-23,GOOGL,84,18,48,18,0.882,0.8671,0.6695
2025-08-23,005930.KS,81,11,52,18,0.7263,0.8085,0.8146
2025-08-23,2317.TW,67,36,25,6,0.7458,0.7057,0.9614
2025-08-23,MSFT,84,6,48,30,0.503,0.8662,0.7989
2025-08-23,JD,48,9,10,29,0.7626,0.8223,0.8772
2025-08-23,BABA,67,21,20,26,0.7496,0.7702,0.8542
2025-08-23,T,84,12,36,36,0.8043,0.8292,0.8532
2025-08-23,META,84,12,36,36,0.8763,0.7678,0.7435
