symbol,predicted_price,date
AMZN,223.81,2025-08-24
AAPL,225.16,2025-08-24
GOOGL,200.91,2025-08-24
005930.KS,71224.98,2025-08-24
2317.TW,203.79,2025-08-24
MSFT,507.81,2025-08-24
JD,31.73,2025-08-24
BABA,121.17,2025-08-24
T,29.03,2025-08-24
META,746.54,2025-08-24
