date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-25,AMZN,84,0,78,6,0.0,0.8541,0.5863
2025-08-25,AAPL,84,12,60,12,0.6859,0.8086,0.9197
2025-08-25,GOOGL,84,0,66,18,0.0,0.8525,0.6613
2025-08-25,005930.KS,72,0,67,5,0.0,0.8834,0.4954
2025-08-25,2317.TW,58,4,15,39,0.9385,0.9165,0.914
2025-08-25,MSFT,71,10,61,0,0.9108,0.7904,0.0
2025-08-25,JD,35,5,16,14,0.768,0.7402,0.9033
2025-08-25,BABA,69,25,40,4,0.7791,0.8794,0.9602
2025-08-25,T,84,12,42,30,0.5923,0.8473,0.6787
2025-08-25,META,76,10,66,0,0.5975,0.8471,0.0
