symbol,predicted_price,date
AMZN,224.63,2025-08-26
AAPL,225.57,2025-08-26
GOOGL,205.87,2025-08-26
005930.KS,71266.2,2025-08-26
2317.TW,205.25,2025-08-26
MSFT,512.16,2025-08-26
JD,31.84,2025-08-26
BABA,123.71,2025-08-26
T,28.55,2025-08-26
META,744.77,2025-08-26
