date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-07,AMZN,84,12,72,0,0.8001,0.8894,0.0
2025-09-07,AAPL,84,6,60,18,0.7272,0.8127,0.6823
2025-09-07,GOOGL,84,0,54,30,0.0,0.8733,0.8266
2025-09-07,005930.KS,76,6,70,0,0.863,0.8797,0.0
2025-09-07,2317.TW,42,25,13,4,0.9262,0.7224,0.6803
2025-09-07,MSFT,81,11,53,17,0.5211,0.8675,0.717
2025-09-07,JD,48,10,32,6,0.6966,0.8616,0.8749
2025-09-07,BABA,70,35,15,20,0.8547,0.9018,0.7417
2025-09-07,T,78,12,54,12,0.7992,0.8003,0.7213
2025-09-07,META,78,5,47,26,0.4697,0.8571,0.7743
