symbol,predicted_price,date
AMZN,225.29,2025-08-15
AAPL,231.11,2025-08-15
GOOGL,199.91,2025-08-15
005930.KS,71809.19,2025-08-15
2317.TW,199.61,2025-08-15
MSFT,523.02,2025-08-15
JD,31.77,2025-08-15
BABA,123.6,2025-08-15
T,28.47,2025-08-15
META,779.66,2025-08-15
