symbol,predicted_price,date
AMZN,220.79,2025-08-13
AAPL,227.65,2025-08-13
GOOGL,199.85,2025-08-13
005930.KS,71554.06,2025-08-13
2317.TW,197.77,2025-08-13
MSFT,524.36,2025-08-13
JD,31.91,2025-08-13
BABA,120.91,2025-08-13
T,28.2,2025-08-13
META,774.26,2025-08-13
