symbol,predicted_price,date
AMZN,220.89,2025-08-13
AAPL,228.14,2025-08-13
GOOGL,201.53,2025-08-13
005930.KS,70982.62,2025-08-13
2317.TW,195.16,2025-08-13
MSFT,517.89,2025-08-13
JD,31.8,2025-08-13
BABA,121.04,2025-08-13
T,28.13,2025-08-13
META,770.67,2025-08-13
