date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-12,AMZN,84,18,60,6,0.7912,0.8912,0.9481
2025-09-12,AAPL,84,24,48,12,0.7481,0.889,0.7947
2025-09-12,GOOGL,84,12,60,12,0.5661,0.8525,0.9055
2025-09-12,005930.KS,81,18,52,11,0.8362,0.8414,0.6522
2025-09-12,2317.TW,42,32,10,0,0.8457,0.7455,0.0
2025-09-12,MSFT,84,6,54,24,0.5475,0.828,0.9002
2025-09-12,JD,64,28,27,9,0.8337,0.7329,0.9476
2025-09-12,BABA,72,31,20,21,0.8431,0.9076,0.9045
2025-09-12,T,84,12,48,24,0.7476,0.7527,0.8262
2025-09-12,META,78,12,36,30,0.6295,0.8289,0.7433
