date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-17,AMZN,84,12,66,6,0.8095,0.8582,0.8643
2025-08-17,AAPL,83,0,60,23,0.0,0.8521,0.8158
2025-08-17,GOOGL,84,0,60,24,0.0,0.8636,0.8742
2025-08-17,005930.KS,75,0,59,16,0.0,0.8211,0.738
2025-08-17,2317.TW,64,24,32,8,0.936,0.8391,0.9473
2025-08-17,MSFT,75,0,59,16,0.0,0.8197,0.7754
2025-08-17,JD,65,31,15,19,0.8066,0.7997,0.9002
2025-08-17,BABA,70,20,45,5,0.9056,0.8452,0.9595
2025-08-17,T,84,6,48,30,0.7151,0.8843,0.7934
2025-08-17,META,84,6,42,36,0.8395,0.7534,0.7532
