symbol,predicted_price,date
AMZN,224.97,2025-08-21
AAPL,227.06,2025-08-21
GOOGL,198.15,2025-08-21
005930.KS,70406.93,2025-08-21
2317.TW,202.68,2025-08-21
MSFT,514.12,2025-08-21
JD,31.18,2025-08-21
BABA,119.51,2025-08-21
T,29.0,2025-08-21
META,757.66,2025-08-21
