symbol,predicted_price,date
AMZN,225.72,2025-08-21
AAPL,227.42,2025-08-21
GOOGL,200.11,2025-08-21
005930.KS,70110.51,2025-08-21
2317.TW,198.27,2025-08-21
MSFT,517.12,2025-08-21
JD,31.11,2025-08-21
BABA,119.83,2025-08-21
T,28.9,2025-08-21
META,750.31,2025-08-21
