date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-13,AMZN,84,6,60,18,0.9488,0.8546,0.8618
2025-09-13,AAPL,84,6,72,6,0.9488,0.7923,0.5515
2025-09-13,GOOGL,84,12,54,18,0.8138,0.8606,0.7946
2025-09-13,005930.KS,71,16,50,5,0.7405,0.8072,0.6236
2025-09-13,2317.TW,38,30,8,0,0.8344,0.7455,0.0
2025-09-13,MSFT,84,24,54,6,0.8912,0.8368,0.4937
2025-09-13,JD,62,27,26,9,0.8787,0.7577,0.7333
2025-09-13,BABA,76,29,47,0,0.8448,0.8487,0.0
2025-09-13,T,84,30,36,18,0.8247,0.7508,0.9056
2025-09-13,META,81,24,51,6,0.8729,0.7781,0.775
