symbol,predicted_price,date
AMZN,221.69,2025-08-14
AAPL,230.37,2025-08-14
GOOGL,201.61,2025-08-14
005930.KS,71372.38,2025-08-14
2317.TW,196.37,2025-08-14
MSFT,518.38,2025-08-14
JD,32.28,2025-08-14
BABA,125.02,2025-08-14
T,28.18,2025-08-14
META,774.73,2025-08-14
