date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-09,AMZN,84,18,60,6,0.852,0.8706,0.9096
2025-09-09,AAPL,84,12,66,6,0.8174,0.8617,0.973
2025-09-09,GOOGL,84,18,66,0,0.7449,0.885,0.0
2025-09-09,005930.KS,76,33,43,0,0.5871,0.8555,0.0
2025-09-09,2317.TW,27,20,5,2,0.92,0.6837,0.6803
2025-09-09,MSFT,76,11,33,32,0.6155,0.8734,0.9146
2025-09-09,JD,28,4,22,2,0.674,0.7884,0.9153
2025-09-09,BABA,70,25,45,0,0.7419,0.7993,0.0
2025-09-09,T,84,18,54,12,0.7945,0.8534,0.9354
2025-09-09,META,78,28,45,5,0.7052,0.9009,0.5773
