date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-13,AMZN,84,6,72,6,0.7273,0.907,0.9233
2025-08-13,AAPL,84,6,36,42,0.9358,0.7922,0.8644
2025-08-13,GOOGL,84,0,66,18,0.0,0.8342,0.7155
2025-08-13,005930.KS,80,23,52,5,0.9209,0.8915,0.8791
2025-08-13,2317.TW,48,20,28,0,0.7124,0.8229,0.0
2025-08-13,MSFT,83,0,65,18,0.0,0.8555,0.7154
2025-08-13,JD,52,20,16,16,0.8085,0.7947,0.8056
2025-08-13,BABA,71,16,45,10,0.9046,0.6542,0.8714
2025-08-13,T,84,0,78,6,0.0,0.8391,0.6578
2025-08-13,META,81,11,64,6,0.8367,0.8813,0.8769
