symbol,predicted_price,date
AMZN,221.37,2025-08-10
AAPL,221.73,2025-08-10
GOOGL,197.14,2025-08-10
005930.KS,71153.18,2025-08-10
2317.TW,195.65,2025-08-10
MSFT,525.6,2025-08-10
JD,31.56,2025-08-10
BABA,120.55,2025-08-10
T,27.9,2025-08-10
META,768.92,2025-08-10
