date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-16,AMZN,84,6,72,6,0.8307,0.8617,0.9448
2025-09-16,AAPL,84,18,60,6,0.632,0.8644,0.879
2025-09-16,GOOGL,84,0,78,6,0.0,0.8422,0.9448
2025-09-16,005930.KS,72,22,28,22,0.8595,0.7942,0.7172
2025-09-16,2317.TW,54,34,6,14,0.8298,0.5038,0.8516
2025-09-16,MSFT,81,11,29,41,0.7986,0.8322,0.7925
2025-09-16,JD,60,5,35,20,0.8015,0.7625,0.7353
2025-09-16,BABA,70,30,25,15,0.8243,0.8375,0.7722
2025-09-16,T,84,24,48,12,0.7817,0.7487,0.8069
2025-09-16,META,80,6,51,23,0.5545,0.8651,0.8352
