symbol,predicted_price,date
AMZN,230.2,2025-09-08
AAPL,237.48,2025-09-08
GOOGL,230.72,2025-09-08
005930.KS,70232.62,2025-09-08
2317.TW,206.58,2025-09-08
MSFT,504.97,2025-09-08
JD,31.33,2025-09-08
BABA,133.4,2025-09-08
T,29.38,2025-09-08
META,745.03,2025-09-08
