symbol,predicted_price,date
AMZN,227.91,2025-09-16
AAPL,232.15,2025-09-16
GOOGL,244.98,2025-09-16
005930.KS,75540.69,2025-09-16
2317.TW,213.22,2025-09-16
MSFT,500.88,2025-09-16
JD,33.5,2025-09-16
BABA,157.06,2025-09-16
T,29.39,2025-09-16
META,753.7,2025-09-16
