symbol,predicted_price,date
AMZN,221.29,2025-08-12
AAPL,225.52,2025-08-12
GOOGL,198.42,2025-08-12
005930.KS,71556.66,2025-08-12
2317.TW,197.92,2025-08-12
MSFT,524.03,2025-08-12
JD,31.26,2025-08-12
BABA,119.14,2025-08-12
T,28.02,2025-08-12
META,767.49,2025-08-12
