symbol,predicted_price,date
AMZN,229.44,2025-09-07
AAPL,237.52,2025-09-07
GOOGL,232.52,2025-09-07
005930.KS,69675.32,2025-09-07
2317.TW,203.28,2025-09-07
MSFT,504.29,2025-09-07
JD,31.24,2025-09-07
BABA,133.71,2025-09-07
T,29.32,2025-09-07
META,742.16,2025-09-07
