symbol,predicted_price,date
AMZN,230.2,2025-09-07
AAPL,237.48,2025-09-07
GOOGL,230.72,2025-09-07
005930.KS,70232.62,2025-09-07
2317.TW,206.58,2025-09-07
MSFT,504.97,2025-09-07
JD,31.33,2025-09-07
BABA,133.4,2025-09-07
T,29.38,2025-09-07
META,745.03,2025-09-07
