date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-05,AMZN,84,0,78,6,0.0,0.9029,0.5276
2025-09-05,AAPL,84,12,66,6,0.7183,0.8471,0.6275
2025-09-05,GOOGL,84,12,42,30,0.7313,0.8456,0.7923
2025-09-05,005930.KS,84,12,54,18,0.857,0.7365,0.8557
2025-09-05,2317.TW,55,34,21,0,0.8877,0.7453,0.0
2025-09-05,MSFT,70,6,43,21,0.7449,0.8622,0.822
2025-09-05,JD,53,18,28,7,0.8347,0.8224,0.7652
2025-09-05,BABA,70,35,20,15,0.8357,0.7408,0.9247
2025-09-05,T,84,12,48,24,0.6441,0.7416,0.7215
2025-09-05,META,84,18,60,6,0.7296,0.7198,0.9618
