symbol,predicted_price,date
AMZN,227.84,2025-09-05
AAPL,235.65,2025-09-05
GOOGL,227.95,2025-09-05
005930.KS,69867.83,2025-09-05
2317.TW,201.66,2025-09-05
MSFT,505.14,2025-09-05
JD,30.93,2025-09-05
BABA,132.97,2025-09-05
T,29.11,2025-09-05
META,736.74,2025-09-05
