symbol,predicted_price,date
AMZN,228.61,2025-09-05
AAPL,235.86,2025-09-05
GOOGL,226.94,2025-09-05
005930.KS,70189.29,2025-09-05
2317.TW,204.31,2025-09-05
MSFT,507.18,2025-09-05
JD,31.0,2025-09-05
BABA,132.39,2025-09-05
T,29.22,2025-09-05
META,740.93,2025-09-05
