symbol,predicted_price,date
AMZN,228.05,2025-08-31
AAPL,230.8,2025-08-31
GOOGL,210.72,2025-08-31
005930.KS,69588.34,2025-08-31
2317.TW,201.53,2025-08-31
MSFT,507.28,2025-08-31
JD,30.82,2025-08-31
BABA,129.29,2025-08-31
T,28.99,2025-08-31
META,741.97,2025-08-31
