symbol,predicted_price,date
AMZN,228.71,2025-08-19
AAPL,230.29,2025-08-19
GOOGL,202.68,2025-08-19
005930.KS,70443.4,2025-08-19
2317.TW,208.18,2025-08-19
MSFT,518.7,2025-08-19
JD,31.64,2025-08-19
BABA,121.29,2025-08-19
T,28.66,2025-08-19
META,772.78,2025-08-19
