date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-14,AMZN,84,0,66,18,0.0,0.8672,0.8069
2025-08-14,AAPL,78,6,48,24,0.5543,0.8384,0.859
2025-08-14,GOOGL,84,6,66,12,0.5543,0.8094,0.7837
2025-08-14,005930.KS,84,24,42,18,0.8228,0.7491,0.9463
2025-08-14,2317.TW,58,28,30,0,0.7791,0.7375,0.0
2025-08-14,MSFT,84,6,48,30,0.9386,0.8348,0.8617
2025-08-14,JD,42,14,16,12,0.8224,0.7421,0.8198
2025-08-14,BABA,74,17,47,10,0.7773,0.8429,0.9496
2025-08-14,T,84,24,48,12,0.9341,0.7104,0.7452
2025-08-14,META,82,11,41,30,0.9339,0.7528,0.8334
