symbol,predicted_price,date
AMZN,228.08,2025-09-13
AAPL,229.46,2025-09-13
GOOGL,238.99,2025-09-13
005930.KS,74262.47,2025-09-13
2317.TW,214.86,2025-09-13
MSFT,500.63,2025-09-13
JD,33.65,2025-09-13
BABA,154.75,2025-09-13
T,29.32,2025-09-13
META,750.03,2025-09-13
