symbol,predicted_price,date
AMZN,225.77,2025-08-27
AAPL,226.78,2025-08-27
GOOGL,207.07,2025-08-27
005930.KS,70630.33,2025-08-27
2317.TW,207.28,2025-08-27
MSFT,510.64,2025-08-27
JD,31.75,2025-08-27
BABA,124.41,2025-08-27
T,28.39,2025-08-27
META,747.7,2025-08-27
