date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-08,AMZN,84,6,72,6,0.6944,0.8996,0.8534
2025-09-08,AAPL,84,18,54,12,0.6669,0.807,0.9478
2025-09-08,GOOGL,84,6,66,12,0.7573,0.8859,0.89
2025-09-08,005930.KS,74,11,63,0,0.785,0.8088,0.0
2025-09-08,2317.TW,29,17,9,3,0.9275,0.7117,0.6803
2025-09-08,MSFT,82,12,17,53,0.8793,0.8765,0.8268
2025-09-08,JD,42,6,32,4,0.671,0.8016,0.885
2025-09-08,BABA,65,6,38,21,0.7606,0.8088,0.7325
2025-09-08,T,84,12,60,12,0.778,0.8387,0.8871
2025-09-08,META,75,0,53,22,0.0,0.8589,0.8508
