date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-28,AMZN,84,6,72,6,0.5184,0.9029,0.7047
2025-08-28,AAPL,84,6,72,6,0.5043,0.8678,0.91
2025-08-28,GOOGL,84,6,66,12,0.9594,0.7996,0.8568
2025-08-28,005930.KS,71,28,32,11,0.7244,0.7366,0.7796
2025-08-28,2317.TW,66,31,20,15,0.6741,0.6618,0.7932
2025-08-28,MSFT,84,0,30,54,0.0,0.8024,0.8601
2025-08-28,JD,44,12,11,21,0.8052,0.7929,0.892
2025-08-28,BABA,67,26,31,10,0.7239,0.8141,0.8864
2025-08-28,T,84,0,48,36,0.0,0.8623,0.7471
2025-08-28,META,84,18,48,18,0.7518,0.7646,0.8083
