symbol,predicted_price,date
AMZN,230.0,2025-09-17
AAPL,233.21,2025-09-17
GOOGL,243.15,2025-09-17
005930.KS,75776.16,2025-09-17
2317.TW,217.32,2025-09-17
MSFT,504.75,2025-09-17
JD,34.4,2025-09-17
BABA,159.41,2025-09-17
T,29.35,2025-09-17
META,762.47,2025-09-17
