symbol,predicted_price,date
AMZN,222.19,2025-08-22
AAPL,224.95,2025-08-22
GOOGL,197.49,2025-08-22
005930.KS,70642.39,2025-08-22
2317.TW,203.33,2025-08-22
MSFT,510.5,2025-08-22
JD,31.17,2025-08-22
BABA,118.46,2025-08-22
T,29.17,2025-08-22
META,748.08,2025-08-22
