date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-12,AMZN,84,12,60,12,0.8156,0.8566,0.6788
2025-08-12,AAPL,84,6,54,24,0.9427,0.7551,0.8651
2025-08-12,GOOGL,84,0,78,6,0.0,0.8135,0.5693
2025-08-12,005930.KS,77,43,28,6,0.7934,0.7375,0.8666
2025-08-12,2317.TW,46,11,35,0,0.7987,0.8003,0.0
2025-08-12,MSFT,77,16,56,5,0.9169,0.861,0.8387
2025-08-12,JD,51,26,11,14,0.7713,0.6958,0.8271
2025-08-12,BABA,69,5,59,5,0.6043,0.8974,0.8486
2025-08-12,T,84,18,60,6,0.6382,0.7885,0.8375
2025-08-12,META,76,10,51,15,0.6388,0.7936,0.923
