date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-24,AMZN,84,0,72,12,0.0,0.8323,0.8835
2025-08-24,AAPL,84,18,54,12,0.7382,0.8923,0.6203
2025-08-24,GOOGL,84,18,54,12,0.7779,0.8812,0.5335
2025-08-24,005930.KS,74,30,27,17,0.7962,0.9001,0.9411
2025-08-24,2317.TW,66,25,11,30,0.8211,0.9207,0.8808
2025-08-24,MSFT,83,0,83,0,0.0,0.8205,0.0
2025-08-24,JD,49,7,21,21,0.7645,0.7406,0.9032
2025-08-24,BABA,66,10,31,25,0.9344,0.9189,0.8379
2025-08-24,T,84,6,60,18,0.8122,0.7411,0.6692
2025-08-24,META,79,16,58,5,0.8338,0.8664,0.9725
