date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-27,AMZN,84,6,72,6,0.6528,0.8729,0.9756
2025-08-27,AAPL,84,6,54,24,0.9133,0.8554,0.8349
2025-08-27,GOOGL,84,0,72,12,0.0,0.8227,0.8551
2025-08-27,005930.KS,77,22,55,0,0.7173,0.8348,0.0
2025-08-27,2317.TW,54,9,20,25,0.7443,0.9006,0.9063
2025-08-27,MSFT,84,12,60,12,0.7919,0.8155,0.9413
2025-08-27,JD,53,15,17,21,0.8052,0.7854,0.9002
2025-08-27,BABA,71,30,26,15,0.7458,0.8552,0.8519
2025-08-27,T,84,18,54,12,0.7249,0.8092,0.8707
2025-08-27,META,84,0,54,30,0.0,0.858,0.8718
