date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-09-10,AMZN,84,0,84,0,0.0,0.8313,0.0
2025-09-10,AAPL,84,0,78,6,0.0,0.8124,0.9163
2025-09-10,GOOGL,78,0,54,24,0.0,0.8561,0.8138
2025-09-10,005930.KS,75,5,64,6,0.5214,0.8246,0.5486
2025-09-10,2317.TW,22,18,3,1,0.8369,0.6565,0.6803
2025-09-10,MSFT,84,30,30,24,0.7586,0.8326,0.9003
2025-09-10,JD,60,10,25,25,0.7468,0.7719,0.876
2025-09-10,BABA,71,30,41,0,0.7927,0.8312,0.0
2025-09-10,T,84,12,54,18,0.8597,0.8828,0.8395
2025-09-10,META,76,6,30,40,0.8202,0.8755,0.858
