symbol,predicted_price,date
AMZN,226.67,2025-08-28
AAPL,228.21,2025-08-28
GOOGL,207.08,2025-08-28
005930.KS,70415.76,2025-08-28
2317.TW,205.97,2025-08-28
MSFT,509.28,2025-08-28
JD,30.99,2025-08-28
BABA,123.1,2025-08-28
T,28.65,2025-08-28
META,746.92,2025-08-28
