date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-19,AMZN,84,0,78,6,0.0,0.8619,0.972
2025-08-19,AAPL,78,12,54,12,0.6955,0.6658,0.9158
2025-08-19,GOOGL,84,0,66,18,0.0,0.8432,0.6024
2025-08-19,005930.KS,76,31,34,11,0.7105,0.8275,0.7694
2025-08-19,2317.TW,64,20,33,11,0.8189,0.8532,0.943
2025-08-19,MSFT,83,0,59,24,0.0,0.8724,0.6828
2025-08-19,JD,44,11,13,20,0.7779,0.8458,0.9321
2025-08-19,BABA,70,20,45,5,0.8135,0.8424,0.9513
2025-08-19,T,84,0,54,30,0.0,0.8215,0.7245
2025-08-19,META,81,6,63,12,0.574,0.8172,0.8103
