symbol,predicted_price,date
AMZN,228.03,2025-08-29
AAPL,229.92,2025-08-29
GOOGL,208.82,2025-08-29
005930.KS,69807.6,2025-08-29
2317.TW,203.76,2025-08-29
MSFT,508.21,2025-08-29
JD,30.45,2025-08-29
BABA,120.67,2025-08-29
T,28.8,2025-08-29
META,746.79,2025-08-29
